doc_id,line_no,posting_date,account,debit,credit,currency,partner_id
DE01-2024-000001,1,01.01.2024,1000,"900000,00","0,00",EUR,
DE01-2024-000001,2,01.01.2024,1300,"1400000,00","0,00",EUR,
DE01-2024-000001,3,01.01.2024,1500,"2600000,00","0,00",EUR,
DE01-2024-000001,4,01.01.2024,3000,"0,00","4900000,00",EUR,
DE01-2024-000002,1,03.01.2024,1200,"10627,05","0,00",EUR,C016
DE01-2024-000002,2,03.01.2024,4000,"0,00","8821,78",EUR,C016
DE01-2024-000002,3,03.01.2024,4100,"0,00","1805,27",EUR,C016
DE01-2024-000003,1,02.02.2024,1000,"10627,05","0,00",EUR,C016
DE01-2024-000003,2,02.02.2024,1200,"0,00","10627,05",EUR,C016
DE01-2024-000004,1,04.01.2024,1200,"9020,55","0,00",EUR,C010
DE01-2024-000004,2,04.01.2024,4000,"0,00","7488,19",EUR,C010
DE01-2024-000004,3,04.01.2024,4100,"0,00","1532,36",EUR,C010
DE01-2024-000005,1,17.02.2024,1000,"9020,55","0,00",EUR,C010
DE01-2024-000005,2,17.02.2024,1200,"0,00","9020,55",EUR,C010
DE01-2024-000006,1,09.01.2024,1200,"2068,21","0,00",EUR,C009
DE01-2024-000006,2,09.01.2024,4000,"0,00","1716,87",EUR,C009
DE01-2024-000006,3,09.01.2024,4100,"0,00","351,34",EUR,C009
DE01-2024-000007,1,12.02.2024,1000,"2068,21","0,00",EUR,C009
DE01-2024-000007,2,12.02.2024,1200,"0,00","2068,21",EUR,C009
DE01-2024-000008,1,22.01.2024,1200,"2342,70","0,00",EUR,C015
DE01-2024-000008,2,22.01.2024,4000,"0,00","1944,73",EUR,C015
DE01-2024-000008,3,22.01.2024,4100,"0,00","397,97",EUR,C015
DE01-2024-000009,1,26.02.2024,1000,"2342,70","0,00",EUR,C015
DE01-2024-000009,2,26.02.2024,1200,"0,00","2342,70",EUR,C015
DE01-2024-000010,1,11.01.2024,1200,"4216,88","0,00",EUR,C027
DE01-2024-000010,2,11.01.2024,4000,"0,00","3500,54",EUR,C027
DE01-2024-000010,3,11.01.2024,4100,"0,00","716,34",EUR,C027
DE01-2024-000011,1,06.02.2024,1000,"4216,88","0,00",EUR,C027
DE01-2024-000011,2,06.02.2024,1200,"0,00","4216,88",EUR,C027
DE01-2024-000012,1,01.01.2024,1200,"3913,35","0,00",EUR,C022
DE01-2024-000012,2,01.01.2024,4000,"0,00","3248,57",EUR,C022
DE01-2024-000012,3,01.01.2024,4100,"0,00","664,78",EUR,C022
DE01-2024-000013,1,07.02.2024,1000,"3913,35","0,00",EUR,C022
DE01-2024-000013,2,07.02.2024,1200,"0,00","3913,35",EUR,C022
DE01-2024-000014,1,11.01.2024,1200,"10069,21","0,00",EUR,C034
DE01-2024-000014,2,11.01.2024,4000,"0,00","8358,71",EUR,C034
DE01-2024-000014,3,11.01.2024,4100,"0,00","1710,50",EUR,C034
DE01-2024-000015,1,18.02.2024,1000,"10069,21","0,00",EUR,C034
DE01-2024-000015,2,18.02.2024,1200,"0,00","10069,21",EUR,C034
DE01-2024-000016,1,30.01.2024,1200,"18016,11","0,00",EUR,C015
DE01-2024-000016,2,30.01.2024,4000,"0,00","14955,63",EUR,C015
DE01-2024-000016,3,30.01.2024,4100,"0,00","3060,48",EUR,C015
DE01-2024-000017,1,27.02.2024,1000,"18016,11","0,00",EUR,C015
DE01-2024-000017,2,27.02.2024,1200,"0,00","18016,11",EUR,C015
DE01-2024-000018,1,02.01.2024,1200,"4435,17","0,00",EUR,C012
DE01-2024-000018,2,02.01.2024,4000,"0,00","3681,75",EUR,C012
DE01-2024-000018,3,02.01.2024,4100,"0,00","753,42",EUR,C012
DE01-2024-000019,1,28.01.2024,1000,"4435,17","0,00",EUR,C012
DE01-2024-000019,2,28.01.2024,1200,"0,00","4435,17",EUR,C012
DE01-2024-000020,1,30.01.2024,1200,"1655,33","0,00",EUR,C017
DE01-2024-000020,2,30.01.2024,4000,"0,00","1374,13",EUR,C017
DE01-2024-000020,3,30.01.2024,4100,"0,00","281,20",EUR,C017
DE01-2024-000021,1,10.03.2024,1000,"1655,33","0,00",EUR,C017
DE01-2024-000021,2,10.03.2024,1200,"0,00","1655,33",EUR,C017
